,City,Cause_Category,Cause_Subcategory,Incident_Outcome,Accident_Count
392,Faridabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,3.0
393,Faridabad,Traffic Control,Flashing Signal/Blinker,Total Injured,8.0
394,Faridabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,9.0
395,Faridabad,Traffic Control,Others,Greviously Injured,57.0
396,Faridabad,Traffic Control,Others,Minor Injury,305.0
397,Faridabad,Traffic Control,Others,Persons Killed,160.0
398,Faridabad,Traffic Control,Others,Total Injured,362.0
399,Faridabad,Traffic Control,Others,Total number of Accidents,418.0
400,Faridabad,Traffic Control,Police Controlled,Greviously Injured,0.0
401,Faridabad,Traffic Control,Police Controlled,Minor Injury,0.0
402,Faridabad,Traffic Control,Police Controlled,Persons Killed,0.0
403,Faridabad,Traffic Control,Police Controlled,Total Injured,0.0
404,Faridabad,Traffic Control,Police Controlled,Total number of Accidents,0.0
405,Faridabad,Traffic Control,Stop Sign,Greviously Injured,1.0
406,Faridabad,Traffic Control,Stop Sign,Minor Injury,3.0
407,Faridabad,Traffic Control,Stop Sign,Persons Killed,1.0
408,Faridabad,Traffic Control,Stop Sign,Total Injured,4.0
409,Faridabad,Traffic Control,Stop Sign,Total number of Accidents,4.0
410,Faridabad,Traffic Control,Traffic Light Signal,Greviously Injured,1.0
411,Faridabad,Traffic Control,Traffic Light Signal,Minor Injury,3.0
412,Faridabad,Traffic Control,Traffic Light Signal,Persons Killed,3.0
413,Faridabad,Traffic Control,Traffic Light Signal,Total Injured,4.0
414,Faridabad,Traffic Control,Traffic Light Signal,Total number of Accidents,6.0
415,Faridabad,Traffic Control,Uncontrolled,Greviously Injured,4.0
416,Faridabad,Traffic Control,Uncontrolled,Minor Injury,39.0
417,Faridabad,Traffic Control,Uncontrolled,Persons Killed,28.0
418,Faridabad,Traffic Control,Uncontrolled,Total Injured,43.0
419,Faridabad,Traffic Control,Uncontrolled,Total number of Accidents,52.0
420,Ghaziabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,16.0
421,Ghaziabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
422,Ghaziabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,11.0
423,Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total Injured,16.0
424,Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,33.0
425,Ghaziabad,Traffic Control,Others,Greviously Injured,170.0
426,Ghaziabad,Traffic Control,Others,Minor Injury,66.0
427,Ghaziabad,Traffic Control,Others,Persons Killed,194.0
428,Ghaziabad,Traffic Control,Others,Total Injured,236.0
429,Ghaziabad,Traffic Control,Others,Total number of Accidents,336.0
430,Ghaziabad,Traffic Control,Police Controlled,Greviously Injured,0.0
431,Ghaziabad,Traffic Control,Police Controlled,Minor Injury,2.0
432,Ghaziabad,Traffic Control,Police Controlled,Persons Killed,0.0
433,Ghaziabad,Traffic Control,Police Controlled,Total Injured,2.0
434,Ghaziabad,Traffic Control,Police Controlled,Total number of Accidents,2.0
435,Ghaziabad,Traffic Control,Stop Sign,Greviously Injured,4.0
436,Ghaziabad,Traffic Control,Stop Sign,Minor Injury,12.0
437,Ghaziabad,Traffic Control,Stop Sign,Persons Killed,10.0
438,Ghaziabad,Traffic Control,Stop Sign,Total Injured,16.0
439,Ghaziabad,Traffic Control,Stop Sign,Total number of Accidents,28.0
440,Ghaziabad,Traffic Control,Traffic Light Signal,Greviously Injured,10.0
441,Ghaziabad,Traffic Control,Traffic Light Signal,Minor Injury,16.0
442,Ghaziabad,Traffic Control,Traffic Light Signal,Persons Killed,8.0
443,Ghaziabad,Traffic Control,Traffic Light Signal,Total Injured,26.0
444,Ghaziabad,Traffic Control,Traffic Light Signal,Total number of Accidents,33.0
445,Ghaziabad,Traffic Control,Uncontrolled,Greviously Injured,97.0
446,Ghaziabad,Traffic Control,Uncontrolled,Minor Injury,72.0
447,Ghaziabad,Traffic Control,Uncontrolled,Persons Killed,103.0
448,Ghaziabad,Traffic Control,Uncontrolled,Total Injured,169.0
449,Ghaziabad,Traffic Control,Uncontrolled,Total number of Accidents,276.0
450,Gwalior,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
451,Gwalior,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
452,Gwalior,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
453,Gwalior,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
454,Gwalior,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
455,Gwalior,Traffic Control,Others,Greviously Injured,46.0
456,Gwalior,Traffic Control,Others,Minor Injury,696.0
457,Gwalior,Traffic Control,Others,Persons Killed,194.0
458,Gwalior,Traffic Control,Others,Total Injured,742.0
459,Gwalior,Traffic Control,Others,Total number of Accidents,1015.0
460,Gwalior,Traffic Control,Police Controlled,Greviously Injured,0.0
461,Gwalior,Traffic Control,Police Controlled,Minor Injury,0.0
462,Gwalior,Traffic Control,Police Controlled,Persons Killed,0.0
463,Gwalior,Traffic Control,Police Controlled,Total Injured,0.0
464,Gwalior,Traffic Control,Police Controlled,Total number of Accidents,0.0
465,Gwalior,Traffic Control,Stop Sign,Greviously Injured,0.0
466,Gwalior,Traffic Control,Stop Sign,Minor Injury,0.0
467,Gwalior,Traffic Control,Stop Sign,Persons Killed,0.0
468,Gwalior,Traffic Control,Stop Sign,Total Injured,0.0
469,Gwalior,Traffic Control,Stop Sign,Total number of Accidents,0.0
470,Gwalior,Traffic Control,Traffic Light Signal,Greviously Injured,0.0
471,Gwalior,Traffic Control,Traffic Light Signal,Minor Injury,0.0
472,Gwalior,Traffic Control,Traffic Light Signal,Persons Killed,0.0
473,Gwalior,Traffic Control,Traffic Light Signal,Total Injured,0.0
474,Gwalior,Traffic Control,Traffic Light Signal,Total number of Accidents,0.0
475,Gwalior,Traffic Control,Uncontrolled,Greviously Injured,49.0
476,Gwalior,Traffic Control,Uncontrolled,Minor Injury,538.0
477,Gwalior,Traffic Control,Uncontrolled,Persons Killed,122.0
478,Gwalior,Traffic Control,Uncontrolled,Total Injured,587.0
479,Gwalior,Traffic Control,Uncontrolled,Total number of Accidents,784.0
480,Hyderabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
481,Hyderabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,73.0
482,Hyderabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,10.0
483,Hyderabad,Traffic Control,Flashing Signal/Blinker,Total Injured,73.0
484,Hyderabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,83.0
485,Hyderabad,Traffic Control,Others,Greviously Injured,0.0
486,Hyderabad,Traffic Control,Others,Minor Injury,0.0
487,Hyderabad,Traffic Control,Others,Persons Killed,0.0
488,Hyderabad,Traffic Control,Others,Total Injured,0.0
489,Hyderabad,Traffic Control,Others,Total number of Accidents,0.0
490,Hyderabad,Traffic Control,Police Controlled,Greviously Injured,5.0
491,Hyderabad,Traffic Control,Police Controlled,Minor Injury,53.0
492,Hyderabad,Traffic Control,Police Controlled,Persons Killed,3.0
493,Hyderabad,Traffic Control,Police Controlled,Total Injured,58.0
494,Hyderabad,Traffic Control,Police Controlled,Total number of Accidents,56.0
495,Hyderabad,Traffic Control,Stop Sign,Greviously Injured,3.0
496,Hyderabad,Traffic Control,Stop Sign,Minor Injury,17.0
497,Hyderabad,Traffic Control,Stop Sign,Persons Killed,1.0
498,Hyderabad,Traffic Control,Stop Sign,Total Injured,20.0
499,Hyderabad,Traffic Control,Stop Sign,Total number of Accidents,20.0
500,Hyderabad,Traffic Control,Traffic Light Signal,Greviously Injured,10.0
501,Hyderabad,Traffic Control,Traffic Light Signal,Minor Injury,167.0
502,Hyderabad,Traffic Control,Traffic Light Signal,Persons Killed,19.0
503,Hyderabad,Traffic Control,Traffic Light Signal,Total Injured,177.0
504,Hyderabad,Traffic Control,Traffic Light Signal,Total number of Accidents,195.0
505,Hyderabad,Traffic Control,Uncontrolled,Greviously Injured,79.0
506,Hyderabad,Traffic Control,Uncontrolled,Minor Injury,1485.0
507,Hyderabad,Traffic Control,Uncontrolled,Persons Killed,221.0
508,Hyderabad,Traffic Control,Uncontrolled,Total Injured,1564.0
509,Hyderabad,Traffic Control,Uncontrolled,Total number of Accidents,1710.0
510,Indore,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
511,Indore,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
512,Indore,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
513,Indore,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
514,Indore,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
515,Indore,Traffic Control,Others,Greviously Injured,51.0
516,Indore,Traffic Control,Others,Minor Injury,1138.0
517,Indore,Traffic Control,Others,Persons Killed,292.0
518,Indore,Traffic Control,Others,Total Injured,1189.0
519,Indore,Traffic Control,Others,Total number of Accidents,1396.0
520,Indore,Traffic Control,Police Controlled,Greviously Injured,0.0
521,Indore,Traffic Control,Police Controlled,Minor Injury,0.0
522,Indore,Traffic Control,Police Controlled,Persons Killed,0.0
523,Indore,Traffic Control,Police Controlled,Total Injured,0.0
524,Indore,Traffic Control,Police Controlled,Total number of Accidents,0.0
525,Indore,Traffic Control,Stop Sign,Greviously Injured,0.0
526,Indore,Traffic Control,Stop Sign,Minor Injury,0.0
527,Indore,Traffic Control,Stop Sign,Persons Killed,0.0
528,Indore,Traffic Control,Stop Sign,Total Injured,0.0
529,Indore,Traffic Control,Stop Sign,Total number of Accidents,0.0
530,Indore,Traffic Control,Traffic Light Signal,Greviously Injured,0.0
531,Indore,Traffic Control,Traffic Light Signal,Minor Injury,2.0
532,Indore,Traffic Control,Traffic Light Signal,Persons Killed,0.0
533,Indore,Traffic Control,Traffic Light Signal,Total Injured,2.0
534,Indore,Traffic Control,Traffic Light Signal,Total number of Accidents,2.0
535,Indore,Traffic Control,Uncontrolled,Greviously Injured,171.0
536,Indore,Traffic Control,Uncontrolled,Minor Injury,1286.0
537,Indore,Traffic Control,Uncontrolled,Persons Killed,167.0
538,Indore,Traffic Control,Uncontrolled,Total Injured,1457.0
539,Indore,Traffic Control,Uncontrolled,Total number of Accidents,1638.0
540,Jabalpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
541,Jabalpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
542,Jabalpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
543,Jabalpur,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
544,Jabalpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
545,Jabalpur,Traffic Control,Others,Greviously Injured,243.0
546,Jabalpur,Traffic Control,Others,Minor Injury,1254.0
547,Jabalpur,Traffic Control,Others,Persons Killed,205.0
548,Jabalpur,Traffic Control,Others,Total Injured,1497.0
549,Jabalpur,Traffic Control,Others,Total number of Accidents,1548.0
550,Jabalpur,Traffic Control,Police Controlled,Greviously Injured,0.0
551,Jabalpur,Traffic Control,Police Controlled,Minor Injury,0.0
552,Jabalpur,Traffic Control,Police Controlled,Persons Killed,0.0
553,Jabalpur,Traffic Control,Police Controlled,Total Injured,0.0
554,Jabalpur,Traffic Control,Police Controlled,Total number of Accidents,0.0
555,Jabalpur,Traffic Control,Stop Sign,Greviously Injured,0.0
556,Jabalpur,Traffic Control,Stop Sign,Minor Injury,0.0
557,Jabalpur,Traffic Control,Stop Sign,Persons Killed,0.0
558,Jabalpur,Traffic Control,Stop Sign,Total Injured,0.0
559,Jabalpur,Traffic Control,Stop Sign,Total number of Accidents,0.0
560,Jabalpur,Traffic Control,Traffic Light Signal,Greviously Injured,0.0
561,Jabalpur,Traffic Control,Traffic Light Signal,Minor Injury,0.0
562,Jabalpur,Traffic Control,Traffic Light Signal,Persons Killed,0.0
563,Jabalpur,Traffic Control,Traffic Light Signal,Total Injured,0.0
564,Jabalpur,Traffic Control,Traffic Light Signal,Total number of Accidents,0.0
565,Jabalpur,Traffic Control,Uncontrolled,Greviously Injured,247.0
566,Jabalpur,Traffic Control,Uncontrolled,Minor Injury,1513.0
567,Jabalpur,Traffic Control,Uncontrolled,Persons Killed,217.0
568,Jabalpur,Traffic Control,Uncontrolled,Total Injured,1760.0
569,Jabalpur,Traffic Control,Uncontrolled,Total number of Accidents,1678.0
570,Jaipur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,1.0
571,Jaipur,Traffic Control,Flashing Signal/Blinker,Minor Injury,3.0
572,Jaipur,Traffic Control,Flashing Signal/Blinker,Persons Killed,4.0
573,Jaipur,Traffic Control,Flashing Signal/Blinker,Total Injured,4.0
574,Jaipur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,8.0
575,Jaipur,Traffic Control,Others,Greviously Injured,345.0
576,Jaipur,Traffic Control,Others,Minor Injury,829.0
577,Jaipur,Traffic Control,Others,Persons Killed,459.0
578,Jaipur,Traffic Control,Others,Total Injured,1174.0
579,Jaipur,Traffic Control,Others,Total number of Accidents,1449.0
580,Jaipur,Traffic Control,Police Controlled,Greviously Injured,4.0
581,Jaipur,Traffic Control,Police Controlled,Minor Injury,5.0
582,Jaipur,Traffic Control,Police Controlled,Persons Killed,0.0
583,Jaipur,Traffic Control,Police Controlled,Total Injured,9.0
584,Jaipur,Traffic Control,Police Controlled,Total number of Accidents,7.0
585,Jaipur,Traffic Control,Stop Sign,Greviously Injured,0.0
586,Jaipur,Traffic Control,Stop Sign,Minor Injury,0.0
587,Jaipur,Traffic Control,Stop Sign,Persons Killed,0.0
588,Jaipur,Traffic Control,Stop Sign,Total Injured,0.0
589,Jaipur,Traffic Control,Stop Sign,Total number of Accidents,0.0
590,Jaipur,Traffic Control,Traffic Light Signal,Greviously Injured,48.0
591,Jaipur,Traffic Control,Traffic Light Signal,Minor Injury,94.0
592,Jaipur,Traffic Control,Traffic Light Signal,Persons Killed,58.0
593,Jaipur,Traffic Control,Traffic Light Signal,Total Injured,142.0
594,Jaipur,Traffic Control,Traffic Light Signal,Total number of Accidents,185.0
595,Jaipur,Traffic Control,Uncontrolled,Greviously Injured,46.0
596,Jaipur,Traffic Control,Uncontrolled,Minor Injury,193.0
597,Jaipur,Traffic Control,Uncontrolled,Persons Killed,85.0
598,Jaipur,Traffic Control,Uncontrolled,Total Injured,239.0
599,Jaipur,Traffic Control,Uncontrolled,Total number of Accidents,291.0
600,Jamshedpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,11.0
601,Jamshedpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,1.0
602,Jamshedpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,6.0
603,Jamshedpur,Traffic Control,Flashing Signal/Blinker,Total Injured,12.0
604,Jamshedpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,14.0
605,Jamshedpur,Traffic Control,Others,Greviously Injured,0.0
606,Jamshedpur,Traffic Control,Others,Minor Injury,0.0
607,Jamshedpur,Traffic Control,Others,Persons Killed,0.0
608,Jamshedpur,Traffic Control,Others,Total Injured,0.0
609,Jamshedpur,Traffic Control,Others,Total number of Accidents,0.0
610,Jamshedpur,Traffic Control,Police Controlled,Greviously Injured,9.0
611,Jamshedpur,Traffic Control,Police Controlled,Minor Injury,2.0
612,Jamshedpur,Traffic Control,Police Controlled,Persons Killed,6.0
613,Jamshedpur,Traffic Control,Police Controlled,Total Injured,11.0
614,Jamshedpur,Traffic Control,Police Controlled,Total number of Accidents,15.0
615,Jamshedpur,Traffic Control,Stop Sign,Greviously Injured,10.0
616,Jamshedpur,Traffic Control,Stop Sign,Minor Injury,2.0
617,Jamshedpur,Traffic Control,Stop Sign,Persons Killed,5.0
618,Jamshedpur,Traffic Control,Stop Sign,Total Injured,12.0
619,Jamshedpur,Traffic Control,Stop Sign,Total number of Accidents,16.0
620,Jamshedpur,Traffic Control,Traffic Light Signal,Greviously Injured,12.0
621,Jamshedpur,Traffic Control,Traffic Light Signal,Minor Injury,2.0
622,Jamshedpur,Traffic Control,Traffic Light Signal,Persons Killed,8.0
623,Jamshedpur,Traffic Control,Traffic Light Signal,Total Injured,14.0
624,Jamshedpur,Traffic Control,Traffic Light Signal,Total number of Accidents,17.0
625,Jamshedpur,Traffic Control,Uncontrolled,Greviously Injured,34.0
626,Jamshedpur,Traffic Control,Uncontrolled,Minor Injury,8.0
627,Jamshedpur,Traffic Control,Uncontrolled,Persons Killed,22.0
628,Jamshedpur,Traffic Control,Uncontrolled,Total Injured,42.0
629,Jamshedpur,Traffic Control,Uncontrolled,Total number of Accidents,57.0
630,Jodhpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
631,Jodhpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,1.0
632,Jodhpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,3.0
633,Jodhpur,Traffic Control,Flashing Signal/Blinker,Total Injured,1.0
634,Jodhpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,4.0
635,Jodhpur,Traffic Control,Others,Greviously Injured,27.0
636,Jodhpur,Traffic Control,Others,Minor Injury,120.0
637,Jodhpur,Traffic Control,Others,Persons Killed,104.0
638,Jodhpur,Traffic Control,Others,Total Injured,147.0
639,Jodhpur,Traffic Control,Others,Total number of Accidents,197.0
640,Jodhpur,Traffic Control,Police Controlled,Greviously Injured,0.0
641,Jodhpur,Traffic Control,Police Controlled,Minor Injury,9.0
642,Jodhpur,Traffic Control,Police Controlled,Persons Killed,6.0
643,Jodhpur,Traffic Control,Police Controlled,Total Injured,9.0
644,Jodhpur,Traffic Control,Police Controlled,Total number of Accidents,12.0
645,Jodhpur,Traffic Control,Stop Sign,Greviously Injured,0.0
646,Jodhpur,Traffic Control,Stop Sign,Minor Injury,0.0
647,Jodhpur,Traffic Control,Stop Sign,Persons Killed,0.0
648,Jodhpur,Traffic Control,Stop Sign,Total Injured,0.0
649,Jodhpur,Traffic Control,Stop Sign,Total number of Accidents,0.0
650,Jodhpur,Traffic Control,Traffic Light Signal,Greviously Injured,1.0
651,Jodhpur,Traffic Control,Traffic Light Signal,Minor Injury,6.0
652,Jodhpur,Traffic Control,Traffic Light Signal,Persons Killed,1.0
653,Jodhpur,Traffic Control,Traffic Light Signal,Total Injured,7.0
654,Jodhpur,Traffic Control,Traffic Light Signal,Total number of Accidents,7.0
655,Jodhpur,Traffic Control,Uncontrolled,Greviously Injured,5.0
656,Jodhpur,Traffic Control,Uncontrolled,Minor Injury,38.0
657,Jodhpur,Traffic Control,Uncontrolled,Persons Killed,28.0
658,Jodhpur,Traffic Control,Uncontrolled,Total Injured,43.0
659,Jodhpur,Traffic Control,Uncontrolled,Total number of Accidents,72.0
660,Kannur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
661,Kannur,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
662,Kannur,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
663,Kannur,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
664,Kannur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
665,Kannur,Traffic Control,Others,Greviously Injured,214.0
666,Kannur,Traffic Control,Others,Minor Injury,190.0
667,Kannur,Traffic Control,Others,Persons Killed,46.0
